,A,B,Ratio
5215,MSc Developmental Disorders,Disorders,100
5216,MSc Developmental Psychology,Psychology,100
5217,MSc Developmental Psychology in Research and Practice,Psychology,100
5218,MSc Developmental Psychopathology,Psychopathology,100
5219,MSc Developmental Psychopathology C8K009,Psychopathology,100
5220,MSc Digital Architecture and Design,Architecture,100
5221,MSc Digital Architecture and Design,Design,100
5222,MSc Digital Architecture and Design,Digital,100
5223,MSc Digital Architecture and Design ,Architecture,100
5224,MSc Digital Architecture and Design ,Design,100
5225,MSc Digital Architecture and Design ,Digital,100
5226,MSc Digital Marketing,Digital,100
5227,MSc Digital Marketing,Marketing,100
5228,MSc Digital Marketing and Channel Management,Digital,100
5229,MSc Digital Marketing and Channel Management,Management,100
5230,MSc Digital Marketing and Channel Management,Marketing,100
5231,MSc Digital Marketing and Channel Management (with Placement Year),Digital,100
5232,MSc Digital Marketing and Channel Management (with Placement Year),Management,100
5233,MSc Digital Marketing and Channel Management (with Placement Year),Marketing,100
5234,MSc Digital Marketing Management,Digital,100
5235,MSc Digital Marketing Management,Management,100
5236,MSc Digital Marketing Management,Marketing,100
5237,MSc Digital Signal and Image Processing,Digital,100
5238,MSc Direct Marketing,Marketing,100
5239,MSc Earthquake and Civil Engineering Dynamics,Engineering ,100
5240,MSc East Asian Business,Business,100
5241,MSc E-Business & Innovation,Business,100
5242,MSc E-Business & Innovation,Innovation,100
5243,MSc Econ Accounting and Finance,Accounting,100
5244,MSc Econ Accounting and Finance,Finance,100
5245,MSc Economics,Economics,100
5246,MSc Economics & Finance,Economics,100
5247,MSc Economics & Finance,Finance,100
5248,MSc Economics & Public Policy,Economics,100
5249,MSc Economics & Public Policy ,Economics,100
5250,MSc Economics and Health Economics,Economics,100
5251,MSc Economics L1T109,Economics,100
5252,"MSc Economics, Applied",Economics,100
5253,MSc Education Studies,Education,100
5254,MSc Electrical Power & Control Engineering,Electrical,100
5255,MSc Electrical Power & Control Engineering,Engineering ,100
5256,MSc Electrical Power and Control Engineering,Electrical,100
5257,MSc Electrical Power and Control Engineering,Engineering ,100
5258,MSc Electrical Power and Control Engineering (2 year course: 1 year in industry),Electrical,100
5259,MSc Electrical Power and Control Engineering (2 year course: 1 year in industry),Engineering ,100
5260,"MSc Electrical Power Engineering, Advanced",Electrical,100
5261,"MSc Electrical Power Engineering, Advanced",Engineering ,100
5262,MSc Electronic & Electrical Engineering,Electrical,100
5263,MSc Electronic & Electrical Engineering,Engineering ,100
5264,MSc Electronic and Electrical Engineering,Electrical,100
5265,MSc Electronic and Electrical Engineering,Engineering ,100
5266,MSC Electronic and Electrical Engineering H1K909,Electrical,100
5267,MSC Electronic and Electrical Engineering H1K909,Engineering ,100
5268,MSc Electronic Engineering,Engineering ,100
5269,MSc Energy Engineering with Industrial Management,Engineering ,100
5270,MSc Energy Engineering with Industrial Management,Management,100
5271,MSc Energy Engineering with Industrial Management,Industrial,100
5272,MSc Energy Engineering with Industrial Management ,Engineering ,100
5273,MSc Energy Engineering with Industrial Management ,Management,100
5274,MSc Energy Engineering with Industrial Management ,Industrial,100
5275,MSc Energy Systems Innovation,Systems,100
5276,MSc Energy Systems Innovation,Innovation,100
5277,MSc Engineering (by research),Engineering ,100
5278,MSc Engineering Business Management,Business,100
5279,MSc Engineering Business Management,Engineering ,100
5280,MSc Engineering Business Management,Management,100
5281,MSc Engineering Management for Process Excellence,Engineering ,100
5282,MSc Engineering Management for Process Excellence,Management,100
5283,MSc Engineering Project Management,Engineering ,100
5284,MSc Engineering Project Management,Management,100
5285,MSc Engineering Projects & Systems Management,Engineering ,100
5286,MSc Engineering Projects & Systems Management,Management,100
5287,MSc Engineering Projects & Systems Management,Systems,100
5288,MSc Enterprise & Innovation,Innovation,100
5289,MSc Enterprise & Innovation with Extended Professional Practice,Innovation,100
5290,MSc Entrepreneurial Management & Leadership,Management,100
5291,MSc Entrepreneurship,Entrepreneurship,100
5292,MSc Entrepreneurship & Innovation,Innovation,100
5293,MSc Entrepreneurship & Innovation,Entrepreneurship,100
5294,MSc Entrepreneurship and Innovation,Innovation,100
5295,MSc Entrepreneurship and Innovation,Entrepreneurship,100
5296,MSc Entrepreneurship and Innovation Management,Management,100
5297,MSc Entrepreneurship and Innovation Management,Innovation,100
5298,MSc Entrepreneurship and Innovation Management,Entrepreneurship,100
5299,MSc Entrepreneurship Innovation and Practice,Innovation,100
5300,MSc Entrepreneurship Innovation and Practice,Entrepreneurship,100
5301,"MSc Entrpreneurship, Innovation and Technology",Technology,100
5302,"MSc Entrpreneurship, Innovation and Technology",Innovation,100
5303,MSc Environment and Development,Environment,100
5304,MSc Environmental & Natural Resource Economics,Economics,100
5305,MSc Environmental and natural resource economics,Economics,100
5306,MSc Environmental and Natural Resource Economics (L1T409),Economics,100
5307,MSc Environmental Engineering,Engineering ,100
5308,MSc Environmental Management,Management,100
5309,MSc Environmental Psychology,Psychology,100
5310,MSc Environmental Science (by research),Science,100
5311,MSc Experimental Economics,Economics,100
5312,MSc Experimental Economics L1T309,Economics,100
5313,MSc Finance,Finance,100
5314,MSc Finance & Accounting,Accounting,100
5315,MSc Finance & Accounting,Finance,100
5316,MSc Finance & Accounting (Alternative Degree Progression: MSc Experimental Economics),Accounting,100
5317,MSc Finance & Accounting (Alternative Degree Progression: MSc Experimental Economics),Economics,100
5318,MSc Finance & Accounting (Alternative Degree Progression: MSc Experimental Economics),Finance,100
5319,MSc Finance ( alternative: MSc Marketing),Finance,100
5320,MSc Finance ( alternative: MSc Marketing),Marketing,100
5321,MSc Finance (Accounting & Finance),Accounting,100
5322,MSc Finance (Accounting & Finance),Finance,100
5323,MSc Finance (Accounting & Finance) (alternate degree aim: MSc Economics),Accounting,100
5324,MSc Finance (Accounting & Finance) (alternate degree aim: MSc Economics),Economics,100
5325,MSc Finance (Accounting & Finance) (alternate degree aim: MSc Economics),Finance,100
5326,MSc Finance (Accounting & Finance) (alternative degree option: MSc Accounting),Accounting,100
5327,MSc Finance (Accounting & Finance) (alternative degree option: MSc Accounting),Finance,100
5328,MSc Finance (Accounting & Finance)(alternative degree option: MSc Accounting),Accounting,100
5329,MSc Finance (Accounting & Finance)(alternative degree option: MSc Accounting),Finance,100
5330,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Accounting,100
5331,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Business,100
5332,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Finance,100
5333,MSc Finance (Accounting & Finance)(alternative degree Option: MSc Management (International Business)),Management,100
5334,"MSc Finance (Accounting & Finance), (alternate degree: MSc Accounting)",Accounting,100
5335,"MSc Finance (Accounting & Finance), (alternate degree: MSc Accounting)",Finance,100
5336,Msc Finance (Accounting and Finance),Accounting,100
5337,Msc Finance (Accounting and Finance),Finance,100
5338,MSc Finance (Accounting and Finance) N3K209,Accounting,100
5339,MSc Finance (Accounting and Finance) N3K209,Finance,100
5340,MSc Finance (Alternate MSc Economics),Economics,100
5341,MSc Finance (Alternate MSc Economics),Finance,100
5342,MSc Finance (alternative degree aim: MSc Economics) ,Economics,100
5343,MSc Finance (alternative degree aim: MSc Economics) ,Finance,100
5344,MSc Finance (Alternative Degree MSc Economics),Economics,100
5345,MSc Finance (Alternative Degree MSc Economics),Finance,100
5346,MSc Finance (Alternative degree option - MSc Economics),Economics,100
5347,MSc Finance (Alternative degree option - MSc Economics),Finance,100
5348,MSc Finance (Alternative degree option :MSc Accounting),Accounting,100
5349,MSc Finance (Alternative degree option :MSc Accounting),Finance,100
5350,MSc Finance (alternative degree option: MSc Accounting),Accounting,100
5351,MSc Finance (alternative degree option: MSc Accounting),Finance,100
5352,MSc Finance (alternative degree option: MSc Economics),Economics,100
5353,MSc Finance (alternative degree option: MSc Economics),Finance,100
5354,MSc Finance (alternative degree option: MSc Finance (Accounting & Finance)),Accounting,100
5355,MSc Finance (alternative degree option: MSc Finance (Accounting & Finance)),Finance,100
5356,MSc Finance (alternative degree option: MSc Management),Finance,100
5357,MSc Finance (alternative degree option: MSc Management),Management,100
5358,MSc Finance (alternative degree option: MSc Marketing),Finance,100
5359,MSc Finance (alternative degree option: MSc Marketing),Marketing,100
5360,MSc Finance (Corporate & International Finance),Finance,100
5361,MSc Finance (Corporate & International Finance) (alternative Degree option MSc Economics),Economics,100
5362,MSc Finance (Corporate & International Finance) (alternative Degree option MSc Economics),Finance,100
5363,MSc Finance (Corporate & International Finance) (Alternative degree option: MSc Marketing),Finance,100
5364,MSc Finance (Corporate & International Finance) (Alternative degree option: MSc Marketing),Marketing,100
5365,MSc Finance (Corporate & International Finance) (Alternative Degree option:MSc Economics),Economics,100
5366,MSc Finance (Corporate & International Finance) (Alternative Degree option:MSc Economics),Finance,100
5367,MSc Finance (Corporate and International Finance) N3K309,Finance,100
5368,MSc Finance (Economics & Finance),Economics,100
5369,MSc Finance (Economics & Finance),Finance,100
5370,MSc Finance (Economics & Finance) (alternative degree option: MSc Economics),Economics,100
5371,MSc Finance (Economics & Finance) (alternative degree option: MSc Economics),Finance,100
5372,MSc Finance (Economics & Finance)(alternative degree option: MSc Economics),Economics,100
5373,MSc Finance (Economics & Finance)(alternative degree option: MSc Economics),Finance,100
5374,MSc Finance (Economics and Finance) N3K709,Economics,100
5375,MSc Finance (Economics and Finance) N3K709,Finance,100
5376,MSc Finance (Finance & Investment),Finance,100
5377,MSc Finance (Finance & Investment)  (alternative degree option: MSc Economics),Economics,100
5378,MSc Finance (Finance & Investment)  (alternative degree option: MSc Economics),Finance,100
5379,MSc Finance (Finance & Investment) ( alternative degree option: MSc Marketing),Finance,100
5380,MSc Finance (Finance & Investment) ( alternative degree option: MSc Marketing),Marketing,100
5381,MSc Finance (Finance & Investment) (alternate degree aim: MSc Economics),Economics,100
5382,MSc Finance (Finance & Investment) (alternate degree aim: MSc Economics),Finance,100
5383,MSc Finance (Finance & Investment) (Alternative Degree aim: MSc Accounting),Accounting,100
5384,MSc Finance (Finance & Investment) (Alternative Degree aim: MSc Accounting),Finance,100
5385,MSc Finance (Finance & Investment) (alternative degree option: MSc Accounting),Accounting,100
5386,MSc Finance (Finance & Investment) (alternative degree option: MSc Accounting),Finance,100
5387,MSc Finance (Finance & Investment) (Alternative degree option: MSc Economics),Economics,100
5388,MSc Finance (Finance & Investment) (Alternative degree option: MSc Economics),Finance,100
5389,MSc Finance (Finance & Investment) (alternative degree option: MSc Finance (International Banking & Finance),Banking,100
